arr_delay,dep_delay,carrier,tailnum,origin,dest,distance,time
-21,-2,DL,N910DU,LAX,PDX,834,2022-02-07T19:30:00Z
1,-8,OO,N178SY,LAX,SFO,337,2022-02-07T20:40:00Z
-10,-1,OO,N791SK,LAX,SBA,89,2022-02-07T22:35:00Z
23,40,NK,N655NK,LAX,DFW,1235,2022-02-08T00:39:00Z
4,-5,OO,N619UX,LAX,SAN,109,2022-02-08T09:00:00Z
5,16,WN,N7859B,LAX,MDW,1750,2022-02-08T11:50:00Z
-17,-5,WN,N8609A,LAX,SMF,373,2022-02-08T14:10:00Z
-14,-4,DL,N347DN,LAX,ATL,1947,2022-02-08T16:15:00Z
0,-7,OO,N604SK,LAX,OKC,1187,2022-02-08T17:35:00Z
-4,-5,DL,N351DN,LAX,DTW,1979,2022-02-08T22:00:00Z
4,12,AA,N173US,LAX,MCO,2218,2022-02-08T22:05:00Z
1,-6,DL,N393DN,LAX,DTW,1979,2022-02-09T05:55:00Z
-14,-2,WN,N8673F,LAX,MSY,1670,2022-02-09T10:25:00Z
9,2,OO,N184SY,LAX,STS,400,2022-02-09T12:00:00Z
-7,-8,NK,N698NK,LAX,DTW,1979,2022-02-09T13:19:00Z
-8,0,HA,N378HA,LAX,HNL,2556,2022-02-09T17:00:00Z
-1,0,AA,N410AN,LAX,DFW,1235,2022-02-09T17:30:00Z
-6,-12,AS,N836VA,LAX,SFO,337,2022-02-09T17:45:00Z
-7,-10,B6,N809JB,LAX,LAS,236,2022-02-09T20:02:00Z
-24,-7,OO,N750EV,LAX,SMF,373,2022-02-09T22:15:00Z
-1,-8,DL,N388DN,LAX,ATL,1947,2022-02-10T06:00:00Z
19,-5,UA,N38473,LAX,ORD,1744,2022-02-10T06:30:00Z
13,3,WN,N8600F,LAX,MSY,1670,2022-02-10T10:25:00Z
-7,1,OO,N294SY,LAX,SFO,337,2022-02-10T10:45:00Z
-30,-6,WN,N732SW,LAX,SMF,373,2022-02-10T12:30:00Z
21,-4,AA,N979UY,LAX,ORD,1744,2022-02-10T13:15:00Z
32,1,DL,N820DX,LAX,ATL,1947,2022-02-10T14:44:00Z
11,-9,AA,N404AN,LAX,PHL,2402,2022-02-10T15:45:00Z
-30,-2,DL,N542US,LAX,OGG,2486,2022-02-10T15:59:00Z
2,6,UA,N69804,LAX,ORD,1744,2022-02-10T17:33:00Z
-13,-8,OO,N184SY,LAX,BOI,674,2022-02-10T19:50:00Z
-10,-15,B6,N986JB,LAX,BOS,2611,2022-02-10T23:30:00Z
5,5,OO,N279SY,LAX,PHX,370,2022-02-11T08:20:00Z
-16,-7,OO,N154SY,LAX,RNO,391,2022-02-11T08:23:00Z
-24,-5,HA,N202HA,LAX,LIH,2615,2022-02-11T08:30:00Z
-1,-5,B6,N634JB,LAX,AUS,1242,2022-02-11T10:00:00Z
15,9,DL,N595NW,LAX,ATL,1947,2022-02-11T10:46:00Z
-25,-6,AS,N512AS,LAX,SEA,954,2022-02-11T12:00:00Z
-6,-9,NK,N940NK,LAX,PIT,2136,2022-02-11T12:56:00Z
-8,8,OO,N602UX,LAX,ACV,577,2022-02-11T18:55:00Z
7,20,WN,N8724J,LAX,SMF,373,2022-02-11T20:25:00Z
-11,-2,DL,N840MH,LAX,ATL,1947,2022-02-12T10:25:00Z
-1,-6,DL,N846DN,LAX,MCO,2218,2022-02-12T10:31:00Z
-36,-5,OO,N920EV,LAX,EUG,748,2022-02-12T12:40:00Z
67,60,AA,N108NN,LAX,BOS,2611,2022-02-12T14:30:00Z
-7,-3,UA,N78005,LAX,ORD,1744,2022-02-12T15:00:00Z
-24,-8,OO,N183SY,LAX,GEG,945,2022-02-12T19:45:00Z
-6,-2,QX,N629QX,LAX,LAS,236,2022-02-12T19:50:00Z
2,-5,AS,N278AK,LAX,SEA,954,2022-02-13T07:30:00Z
-12,-8,OO,N457SW,LAX,RDM,726,2022-02-13T12:47:00Z
-7,-2,UA,N34137,LAX,JFK,2475,2022-02-13T14:30:00Z
92,97,AA,N810NN,LAX,DFW,1235,2022-02-13T14:37:00Z
-9,-2,WN,N7879A,LAX,PHX,370,2022-02-13T19:30:00Z
-6,7,DL,N844DN,LAX,PDX,834,2022-02-13T19:30:00Z
-12,-9,NK,N952NK,LAX,OAK,337,2022-02-13T20:10:00Z
-8,-4,DL,N537US,LAX,DTW,1979,2022-02-14T07:25:00Z
4,2,OO,N193SY,LAX,SJC,308,2022-02-14T08:05:00Z
5,6,UA,N75436,LAX,CVG,1900,2022-02-14T09:30:00Z
-18,7,AS,N920AK,LAX,HNL,2556,2022-02-14T10:30:00Z
-15,-6,OO,N405SY,LAX,STS,400,2022-02-14T11:30:00Z
5,22,OO,N246SY,LAX,DEN,862,2022-02-14T14:21:00Z
-7,-5,UA,N12114,LAX,JFK,2475,2022-02-14T14:30:00Z
-17,-1,WN,N922WN,LAX,HOU,1390,2022-02-14T14:55:00Z
1,-7,AA,N817NN,LAX,LAS,236,2022-02-14T15:30:00Z
-16,1,OO,N122SY,LAX,SEA,954,2022-02-14T18:50:00Z
4,-10,AS,N848VA,LAX,AUS,1242,2022-02-14T18:55:00Z
0,-1,AA,N510UW,LAX,CLT,2125,2022-02-14T22:20:00Z
8,21,AA,N412UW,LAX,PHL,2402,2022-02-15T09:37:00Z
-32,-15,B6,N627JB,LAX,SLC,590,2022-02-15T16:55:00Z
-3,4,WN,N8562Z,LAX,TUS,451,2022-02-15T20:30:00Z
-7,-3,UA,N77019,LAX,IAD,2288,2022-02-15T23:40:00Z
-17,-8,AA,N425AN,LAX,PHL,2402,2022-02-16T06:46:00Z
-7,-3,OO,N283SY,LAX,LAS,236,2022-02-16T14:15:00Z
-7,-1,OO,N178SY,LAX,SFO,337,2022-02-16T16:30:00Z
-9,6,HA,N375HA,LAX,HNL,2556,2022-02-16T17:00:00Z
5,18,OO,N912EV,LAX,COS,833,2022-02-16T18:45:00Z
6,14,AA,N774XF,LAX,AUS,1242,2022-02-16T19:01:00Z
-17,-7,DL,N850DN,LAX,PDX,834,2022-02-16T19:30:00Z
-17,-4,OO,N856AS,LAX,SBP,156,2022-02-17T09:40:00Z
-14,-2,DL,N902DN,LAX,SEA,954,2022-02-17T11:10:00Z
21,-11,AS,N568AS,LAX,FLL,2343,2022-02-17T14:20:00Z
23,-8,UA,N27520,LAX,DEN,862,2022-02-17T16:15:00Z
1,-4,AA,N813AW,LAX,AUS,1242,2022-02-17T19:01:00Z
-10,-2,DL,N840MH,LAX,JFK,2475,2022-02-17T21:59:00Z
9,23,AA,N546UW,LAX,CLT,2125,2022-02-17T22:20:00Z
-3,8,DL,N361DN,LAX,ATL,1947,2022-02-17T23:30:00Z
-12,-6,OO,N512SY,LAX,SMF,373,2022-02-18T09:15:00Z
7,28,OO,N754SK,LAX,XNA,1371,2022-02-18T09:30:00Z
-12,0,OO,N290SY,LAX,OAK,337,2022-02-18T09:30:00Z
-2,-5,OO,N287SY,LAX,LAS,236,2022-02-18T12:00:00Z
9,0,DL,N823DX,LAX,MSP,1535,2022-02-18T13:05:00Z
-3,-1,WN,N8672F,LAX,MDW,1750,2022-02-18T18:50:00Z
10,5,AA,N774XF,LAX,AUS,1242,2022-02-18T19:01:00Z
14,7,NK,N535NK,LAX,DTW,1979,2022-02-18T23:03:00Z
17,-3,NK,N683NK,LAX,ORD,1744,2022-02-18T23:59:00Z
0,1,AA,N433AN,LAX,DFW,1235,2022-02-19T08:00:00Z
-14,-1,OO,N916EV,LAX,FAT,209,2022-02-19T09:52:00Z
-2,-3,HA,N396HA,LAX,HNL,2556,2022-02-19T10:00:00Z
65,60,G4,330NV,LAX,SGF,1423,2022-02-19T10:30:00Z
-15,-3,WN,N8557Q,LAX,DAL,1246,2022-02-19T10:45:00Z
-13,2,UA,N76533,LAX,IAH,1379,2022-02-19T12:11:00Z
-3,-4,NK,N932NK,LAX,LGA,2469,2022-02-19T12:35:00Z
118,125,NK,N624NK,LAX,LAS,236,2022-02-19T12:39:00Z
83,89,AA,N156UW,LAX,CLT,2125,2022-02-19T13:36:00Z
230,251,UA,N14107,LAX,LIH,2615,2022-02-19T16:10:00Z
163,168,OO,N912EV,LAX,FAT,209,2022-02-19T18:50:00Z
-16,-1,OO,N223JS,LAX,MRY,266,2022-02-19T18:55:00Z
-2,-6,AA,N824AW,LAX,AUS,1242,2022-02-19T19:01:00Z
-13,2,UA,N47517,LAX,SFO,337,2022-02-19T22:42:00Z
-19,0,DL,N358DN,LAX,ATL,1947,2022-02-20T06:00:00Z
4,0,HA,N389HA,LAX,HNL,2556,2022-02-20T07:00:00Z
0,3,UA,N69835,LAX,DEN,862,2022-02-20T07:00:00Z
38,55,UA,N12010,LAX,IAD,2288,2022-02-20T08:20:00Z
-2,0,DL,N838MH,LAX,JFK,2475,2022-02-20T09:00:00Z
-23,-3,DL,N105DX,LAX,ATL,1947,2022-02-20T09:05:00Z
-13,-6,OO,N277SY,LAX,OAK,337,2022-02-20T09:30:00Z
-16,-9,OO,N184SY,LAX,SFO,337,2022-02-20T12:20:00Z
-6,-1,DL,N820DX,LAX,MSP,1535,2022-02-20T13:05:00Z
9,4,AA,N425AN,LAX,HNL,2556,2022-02-20T14:48:00Z
-9,-1,WN,N7863A,LAX,SJC,308,2022-02-20T15:45:00Z
8,10,DL,N586NW,LAX,HNL,2556,2022-02-20T16:55:00Z
1,-1,AS,N837VA,LAX,SFO,337,2022-02-20T17:50:00Z
-7,-8,AS,N284AK,LAX,PDX,834,2022-02-20T17:55:00Z
-12,4,NK,N913NK,LAX,FLL,2343,2022-02-20T21:45:00Z
42,59,NK,N949NK,LAX,CLE,2052,2022-02-20T22:55:00Z
-15,-1,DL,N837DN,LAX,MCO,2218,2022-02-21T06:30:00Z
-4,-3,AA,N835AN,LAX,MIA,2342,2022-02-21T08:35:00Z
-3,-3,OO,N267SY,LAX,RNO,391,2022-02-21T09:05:00Z
-13,-4,DL,N896DN,LAX,SEA,954,2022-02-21T11:10:00Z
62,69,AA,N409AA,LAX,DEN,862,2022-02-21T12:28:00Z
-29,-5,UA,N76021,LAX,ORD,1744,2022-02-21T15:00:00Z
-12,2,UA,N35271,LAX,IAH,1379,2022-02-21T17:30:00Z
4,1,UA,N77542,LAX,LAS,236,2022-02-21T18:45:00Z
-3,-2,OO,N181SY,LAX,BOI,674,2022-02-21T19:20:00Z
-25,-5,NK,N938NK,LAX,PHL,2402,2022-02-21T21:55:00Z
-20,8,DL,N827MH,LAX,JFK,2475,2022-02-21T21:59:00Z
26,38,WN,N228WN,LAX,AUS,1242,2022-02-22T06:00:00Z
-14,-2,OO,N276SY,LAX,PHX,370,2022-02-22T08:20:00Z
-4,-4,UA,N37502,LAX,OGG,2486,2022-02-22T09:00:00Z
-19,-5,G4,330NV,LAX,MEM,1619,2022-02-22T09:00:00Z
-17,-3,WN,N8694E,LAX,DEN,862,2022-02-22T09:25:00Z
1,0,AA,N774XF,LAX,DEN,862,2022-02-22T12:28:00Z
-6,-7,AA,N198UW,LAX,CLT,2125,2022-02-22T13:36:00Z
-6,3,NK,N652NK,LAX,LAS,236,2022-02-22T15:10:00Z
-2,14,AA,N537UW,LAX,DFW,1235,2022-02-22T18:33:00Z
135,143,OO,N502SY,LAX,TUS,451,2022-02-22T19:19:00Z
-15,-1,OO,N208SY,LAX,SBP,156,2022-02-22T22:35:00Z
-26,4,HA,N383HA,LAX,HNL,2556,2022-02-23T07:00:00Z
-20,-7,OO,N965SW,LAX,SMF,373,2022-02-23T08:15:00Z
-6,11,WN,N8684F,LAX,MSY,1670,2022-02-23T10:25:00Z
-29,16,DL,N845MH,LAX,JFK,2475,2022-02-23T15:05:00Z
32,31,AA,N759AN,LAX,MIA,2342,2022-02-23T15:25:00Z
-2,-1,OO,N404SY,LAX,RDM,726,2022-02-23T19:40:00Z
-5,2,OO,N256SY,LAX,ABQ,677,2022-02-23T19:41:00Z
-7,-12,AS,N272AK,LAX,SEA,954,2022-02-23T21:05:00Z
16,-6,DL,N355DN,LAX,LAS,236,2022-02-23T21:45:00Z
27,44,OO,N253SY,LAX,DEN,862,2022-02-24T08:07:00Z
-32,-8,HA,N379HA,LAX,HNL,2556,2022-02-24T10:00:00Z
29,43,WN,N8717M,LAX,PHX,370,2022-02-24T14:50:00Z
-17,-6,OO,N287SY,LAX,SMF,373,2022-02-24T16:00:00Z
-20,-9,NK,N912NK,LAX,FLL,2343,2022-02-24T21:45:00Z
-12,11,DL,N901DN,LAX,CVG,1900,2022-02-24T22:25:00Z
13,-8,NK,N656NK,LAX,ATL,1947,2022-02-24T23:40:00Z
-21,10,DL,N827MH,LAX,JFK,2475,2022-02-24T23:59:00Z
-13,1,DL,N865DN,LAX,SEA,954,2022-02-25T07:00:00Z
-26,-5,DL,N542US,LAX,OGG,2486,2022-02-25T08:05:00Z
-14,-5,OO,N466SW,LAX,MRY,266,2022-02-25T09:14:00Z
-7,3,OO,N300SY,LAX,SFO,337,2022-02-25T10:45:00Z
-23,-1,AA,N557UW,LAX,CLT,2125,2022-02-25T13:36:00Z
-13,-5,OO,N188SY,LAX,EUG,748,2022-02-25T13:40:00Z
-29,4,UA,N671UA,LAX,EWR,2454,2022-02-25T16:30:00Z
11,21,UA,N75410,LAX,IAH,1379,2022-02-25T17:30:00Z
-8,14,NK,N656NK,LAX,ATL,1947,2022-02-25T17:40:00Z
12,11,AA,N186US,LAX,PHX,370,2022-02-25T18:45:00Z
-3,-5,B6,N981JT,LAX,MIA,2342,2022-02-25T20:55:00Z
-18,-3,AA,N104NN,LAX,BOS,2611,2022-02-25T23:59:00Z
76,85,NK,N527NK,LAX,IAH,1379,2022-02-26T00:59:00Z
10,12,AA,N193UW,LAX,DFW,1235,2022-02-26T01:10:00Z
-13,5,DL,N171DZ,LAX,HNL,2556,2022-02-26T08:05:00Z
-5,-4,OO,N506SY,LAX,ELP,715,2022-02-26T08:25:00Z
12,20,OO,N613CZ,LAX,ABQ,677,2022-02-26T08:35:00Z
-1,3,HA,N212HA,LAX,KOA,2504,2022-02-26T11:10:00Z
-8,23,DL,N718TW,LAX,BOS,2611,2022-02-26T12:31:00Z
-29,1,B6,N2105J,LAX,JFK,2475,2022-02-26T12:50:00Z
-21,-2,DL,N547US,LAX,HNL,2556,2022-02-26T16:30:00Z
-20,-3,OO,N709SK,LAX,IAH,1379,2022-02-26T17:00:00Z
-19,-10,OO,N177SY,LAX,SJC,308,2022-02-26T21:05:00Z
-29,-7,OO,N611SK,LAX,SMF,373,2022-02-26T22:15:00Z
-8,-2,OO,N784SK,LAX,SAN,109,2022-02-26T22:35:00Z
1,-1,AA,N176UW,LAX,CLT,2125,2022-02-27T06:00:00Z
-10,-5,AA,N839AA,LAX,MIA,2342,2022-02-27T06:30:00Z
-14,-3,UA,N37523,LAX,LAS,236,2022-02-27T08:23:00Z
-8,7,OO,N242SY,LAX,ABQ,677,2022-02-27T08:35:00Z
5,-4,AA,N154UW,LAX,ORD,1744,2022-02-27T13:15:00Z
185,187,OO,N300SY,LAX,RNO,391,2022-02-27T14:59:00Z
-6,20,B6,N978JB,LAX,MIA,2342,2022-02-27T20:55:00Z
130,154,B6,N985JT,LAX,FLL,2343,2022-02-27T21:35:00Z
8,0,NK,N905NK,LAX,BWI,2329,2022-02-27T22:00:00Z
-34,-3,B6,N992JB,LAX,BOS,2611,2022-02-28T06:00:00Z
-9,-3,AA,N403AN,LAX,DFW,1235,2022-02-28T07:00:00Z
-3,8,DL,N591NW,LAX,HNL,2556,2022-02-28T08:05:00Z
-9,2,UA,N37506,LAX,LAS,236,2022-02-28T08:23:00Z
-5,-2,AA,N412UW,LAX,DCA,2311,2022-02-28T09:14:00Z
-1,-10,G4,203NV,LAX,CVG,1900,2022-02-28T09:59:00Z
-10,-8,AA,N359PX,LAX,LAS,236,2022-02-28T11:01:00Z
-12,-4,WN,N8321D,LAX,DEN,862,2022-02-28T11:55:00Z
7,6,AA,N767AJ,LAX,MIA,2342,2022-02-28T15:25:00Z
-10,0,DL,N195DN,LAX,JFK,2475,2022-02-28T16:50:00Z
16,28,OO,N433SW,LAX,RDD,501,2022-02-28T19:10:00Z
-39,-5,UA,N61882,LAX,TPA,2158,2022-02-28T23:00:00Z
4,-2,AA,N430AN,LAX,PHL,2402,2022-03-01T06:46:00Z
11,15,AA,N549UW,LAX,CLT,2125,2022-03-01T07:10:00Z
-16,-7,OO,N154SY,LAX,PHX,370,2022-03-01T08:02:00Z
50,75,OO,N970SW,LAX,SAN,109,2022-03-01T09:15:00Z
4,-2,HA,N389HA,LAX,HNL,2556,2022-03-01T10:00:00Z
-6,-2,UA,N33103,LAX,EWR,2454,2022-03-01T10:40:00Z
-24,-8,WN,N450WN,LAX,PHX,370,2022-03-01T11:00:00Z
-18,-7,WN,N8709Q,LAX,DEN,862,2022-03-01T11:55:00Z
29,17,AA,N106NN,LAX,JFK,2475,2022-03-01T12:30:00Z
-14,-3,WN,N8568Z,LAX,HOU,1390,2022-03-01T14:55:00Z
-17,-7,OO,N970SW,LAX,FAT,209,2022-03-01T18:50:00Z
-21,-12,OO,N960SW,LAX,PSP,110,2022-03-01T19:32:00Z
35,58,OO,N281SY,LAX,GEG,945,2022-03-01T19:40:00Z
-9,2,WN,N8816Q,LAX,SJC,308,2022-03-01T20:55:00Z
-14,-1,DL,N893DN,LAX,MCO,2218,2022-03-02T06:30:00Z
-9,-4,WN,N428WN,LAX,TUS,451,2022-03-02T08:00:00Z
10,2,AA,N404AN,LAX,DCA,2311,2022-03-02T09:14:00Z
-21,-8,AS,N851VA,LAX,SEA,954,2022-03-02T11:50:00Z
2,15,WN,N8707P,LAX,LAS,236,2022-03-02T13:35:00Z
18,-3,AS,N487AS,LAX,FLL,2343,2022-03-02T14:20:00Z
-7,-7,AA,N142AN,LAX,PHX,370,2022-03-02T15:16:00Z
-6,5,WN,N931WN,LAX,BWI,2329,2022-03-02T16:55:00Z
-26,-9,UA,N38443,LAX,DEN,862,2022-03-02T19:00:00Z
-21,-11,NK,N940NK,LAX,BWI,2329,2022-03-02T22:00:00Z
2,0,UA,N69829,LAX,DEN,862,2022-03-03T07:00:00Z
-19,-6,UA,N78003,LAX,EWR,2454,2022-03-03T07:00:00Z
-9,-7,B6,N527JL,LAX,CHS,2206,2022-03-03T07:20:00Z
470,485,DL,N3768,LAX,BNA,1797,2022-03-03T10:30:00Z
-11,-1,DL,N349DX,LAX,ATL,1947,2022-03-03T13:05:00Z
-8,1,UA,N12006,LAX,EWR,2454,2022-03-03T13:05:00Z
-11,-6,UA,N56859,LAX,HNL,2556,2022-03-03T13:15:00Z
0,-6,OO,N786SK,LAX,BIH,237,2022-03-03T14:23:00Z
-30,-10,B6,N992JB,LAX,JFK,2475,2022-03-03T16:35:00Z
-6,-4,UA,N77865,LAX,ORD,1744,2022-03-03T17:53:00Z
-27,0,UA,N37468,LAX,ORD,1744,2022-03-03T23:55:00Z
243,187,DL,N836MH,LAX,JFK,2475,2022-03-04T07:00:00Z
-28,-2,UA,N12012,LAX,EWR,2454,2022-03-04T08:30:00Z
-11,-7,WN,N8714Q,LAX,PHX,370,2022-03-04T09:05:00Z
-7,-9,OO,N198SY,LAX,STS,400,2022-03-04T11:25:00Z
-7,-3,OO,N167SY,LAX,SFO,337,2022-03-04T16:10:00Z
-1,5,UA,N676UA,LAX,EWR,2454,2022-03-04T16:30:00Z
-28,-4,DL,N835MH,LAX,JFK,2475,2022-03-04T16:50:00Z
-6,1,DL,N590NW,LAX,HNL,2556,2022-03-04T16:55:00Z
33,15,OO,N264SY,LAX,LAS,236,2022-03-04T17:00:00Z
-5,4,OO,N507SY,LAX,SFO,337,2022-03-04T17:09:00Z
-13,0,UA,N69813,LAX,IAH,1379,2022-03-04T17:38:00Z
-23,-1,AA,N903AA,LAX,ORD,1744,2022-03-04T18:00:00Z
-15,-7,OO,N906EV,LAX,COS,833,2022-03-04T18:45:00Z
-10,0,UA,N456UA,LAX,LAS,236,2022-03-04T19:07:00Z
-20,-4,OO,N509SY,LAX,TUS,451,2022-03-04T21:12:00Z
416,436,DL,N727TW,LAX,ATL,1947,2022-03-04T23:40:00Z
21,29,DL,N137DU,LAX,PDX,834,2022-03-05T09:45:00Z
-25,-5,OO,N509SY,LAX,SAT,1211,2022-03-05T17:35:00Z
18,14,OO,N605UX,LAX,MRY,266,2022-03-05T18:55:00Z
-12,2,DL,N839DN,LAX,MCO,2218,2022-03-06T06:30:00Z
-20,-3,AA,N106NN,LAX,JFK,2475,2022-03-06T07:30:00Z
8,42,NK,N920NK,LAX,SDF,1843,2022-03-06T08:00:00Z
-3,-3,QX,N648QX,LAX,BOI,674,2022-03-06T09:25:00Z
2,27,UA,N58101,LAX,IAH,1379,2022-03-06T10:17:00Z
-15,0,NK,N642NK,LAX,LAS,236,2022-03-06T12:25:00Z
111,111,OO,N263SY,LAX,BOI,674,2022-03-06T12:42:00Z
55,82,UA,N57852,LAX,HNL,2556,2022-03-06T13:25:00Z
24,46,DL,N351DN,LAX,DTW,1979,2022-03-07T05:39:00Z
-15,-3,HA,N379HA,LAX,OGG,2486,2022-03-07T07:45:00Z
-11,0,AS,N264AK,LAX,EWR,2454,2022-03-07T10:20:00Z
-25,-4,DL,N110DX,LAX,DTW,1979,2022-03-07T12:21:00Z
-2,1,AA,N993AN,LAX,DFW,1235,2022-03-07T12:34:00Z
-23,-2,AA,N913US,LAX,ORD,1744,2022-03-07T13:10:00Z
24,12,OO,N174SY,LAX,MFR,630,2022-03-07T14:00:00Z
32,56,WN,N8722L,LAX,BWI,2329,2022-03-07T16:55:00Z
-6,-4,UA,N75410,LAX,IAH,1379,2022-03-07T17:38:00Z
0,0,DL,N825DN,LAX,SEA,954,2022-03-07T17:53:00Z
-10,-1,DL,N304DU,LAX,IAH,1379,2022-03-07T18:21:00Z
-9,0,WN,N563WN,LAX,HOU,1390,2022-03-08T05:25:00Z
-8,-3,WN,N253WN,LAX,AUS,1242,2022-03-08T06:00:00Z
-7,-5,DL,N548US,LAX,DTW,1979,2022-03-08T07:00:00Z
-1,26,AA,N109NN,LAX,JFK,2475,2022-03-08T11:00:00Z
82,87,UA,N14011,LAX,EWR,2454,2022-03-08T13:15:00Z
-14,-6,NK,N642NK,LAX,ORD,1744,2022-03-08T14:20:00Z
-14,-5,AA,N137AA,LAX,ORD,1744,2022-03-08T18:00:00Z
-17,-10,OO,N796SK,LAX,ASE,737,2022-03-08T18:29:00Z
-6,-11,OO,N295SY,LAX,ABQ,677,2022-03-08T19:44:00Z
-21,-6,UA,N38417,LAX,IAD,2288,2022-03-09T00:30:00Z
-32,-6,WN,N8302F,LAX,OGG,2486,2022-03-09T07:15:00Z
12,0,UA,N87513,LAX,SFO,337,2022-03-09T10:40:00Z
-24,-5,WN,N8324A,LAX,SFO,337,2022-03-09T11:15:00Z
14,16,OO,N793SK,LAX,BIH,237,2022-03-09T14:23:00Z
111,124,UA,N17104,LAX,DEN,862,2022-03-09T16:15:00Z
-1,30,DL,N844MH,LAX,JFK,2475,2022-03-09T16:45:00Z
-9,-2,NK,N943NK,LAX,LAS,236,2022-03-09T17:47:00Z
-21,-1,UA,N77867,LAX,ORD,1744,2022-03-09T18:00:00Z
-18,-5,UA,N449UA,LAX,LAS,236,2022-03-09T19:07:00Z
-5,8,DL,N3730B,LAX,MCI,1363,2022-03-09T19:26:00Z
76,81,OO,N254SY,LAX,TUS,451,2022-03-09T20:50:00Z
2,-2,NK,N946NK,LAX,CLE,2052,2022-03-09T22:50:00Z
-6,-3,AA,N913US,LAX,DFW,1235,2022-03-10T06:00:00Z
51,58,WN,N8558Z,LAX,RNO,391,2022-03-10T10:20:00Z
-14,-12,OO,N183SY,LAX,FAT,209,2022-03-10T11:55:00Z
-25,-3,AS,N596AS,LAX,DCA,2311,2022-03-10T13:10:00Z
4,23,AA,N152UW,LAX,DFW,1235,2022-03-10T18:53:00Z
846,855,DL,N815DN,LAX,SEA,954,2022-03-10T19:11:00Z
18,22,AA,N907AA,LAX,LAS,236,2022-03-10T20:53:00Z
23,28,OO,N614CZ,LAX,SMF,373,2022-03-10T21:55:00Z
6,10,DL,N904DN,LAX,CVG,1900,2022-03-10T22:00:00Z
52,-4,OO,N790SK,LAX,ASE,737,2022-03-11T08:20:00Z
31,48,AA,N190UW,LAX,CLT,2125,2022-03-11T13:11:00Z
-6,-4,WN,N923WN,LAX,SLC,590,2022-03-11T14:15:00Z
54,6,AS,N527AS,LAX,FLL,2343,2022-03-11T14:20:00Z
-29,-5,AA,N418AN,LAX,HNL,2556,2022-03-11T14:50:00Z
21,30,DL,N776DE,LAX,SLC,590,2022-03-11T16:45:00Z
1032,986,DL,N193DN,LAX,ATL,1947,2022-03-11T22:20:00Z
-25,-5,UA,N17529,LAX,SFO,337,2022-03-12T08:06:00Z
54,65,DL,N3758Y,LAX,LAS,236,2022-03-12T09:00:00Z
45,51,OO,N712EV,LAX,ASE,737,2022-03-12T10:55:00Z
54,58,OO,N294SY,LAX,ABQ,677,2022-03-12T14:48:00Z
-14,23,DL,N540US,LAX,KOA,2504,2022-03-12T15:49:00Z
-10,-2,AS,N845VA,LAX,AUS,1242,2022-03-12T19:05:00Z
13,27,B6,N586JB,LAX,SLC,590,2022-03-13T06:30:00Z
-17,0,WN,N559WN,LAX,SLC,590,2022-03-13T07:20:00Z
-6,-4,OO,N754SK,LAX,SJC,308,2022-03-13T07:27:00Z
-41,-10,AA,N425AN,LAX,KOA,2504,2022-03-13T09:44:00Z
-25,-5,HA,N384HA,LAX,HNL,2556,2022-03-13T10:00:00Z
32,30,AA,N108NN,LAX,JFK,2475,2022-03-13T11:00:00Z
-2,-2,UA,N459UA,LAX,LAS,236,2022-03-13T11:05:00Z
5,4,AA,N121AN,LAX,DFW,1235,2022-03-13T12:34:00Z
2,4,WN,N8518R,LAX,MDW,1750,2022-03-13T12:50:00Z
23,-7,B6,N964JT,LAX,JFK,2475,2022-03-13T12:50:00Z
-10,-6,B6,N982JB,LAX,BOS,2611,2022-03-13T14:30:00Z
-15,-2,AA,N403AN,LAX,PHL,2402,2022-03-13T15:45:00Z
16,10,B6,N943JT,LAX,JFK,2475,2022-03-13T16:35:00Z
95,107,WN,N8614M,LAX,OAK,337,2022-03-13T17:25:00Z
4,0,DL,N376DN,LAX,LAS,236,2022-03-13T21:16:00Z
-14,2,B6,N967JT,LAX,MIA,2342,2022-03-13T21:32:00Z
-3,-5,NK,N951NK,LAX,PIT,2136,2022-03-13T21:40:00Z
1,4,AA,N155UW,LAX,CLT,2125,2022-03-13T23:50:00Z
17,-1,DL,N365DN,LAX,ATL,1947,2022-03-14T06:00:00Z
20,13,AS,N477AS,LAX,IAD,2288,2022-03-14T09:30:00Z
-11,-6,AA,N189UW,LAX,DFW,1235,2022-03-14T10:40:00Z
-12,-1,QX,N636QX,LAX,SJC,308,2022-03-14T11:55:00Z
5,-8,OO,N504SY,LAX,OMA,1330,2022-03-14T12:32:00Z
-17,-10,OO,N198SY,LAX,SLC,590,2022-03-14T14:55:00Z
-10,-6,AA,N980UY,LAX,DFW,1235,2022-03-14T18:53:00Z
2,-4,DL,N702TW,LAX,BOS,2611,2022-03-14T21:50:00Z
-4,0,DL,N126DN,LAX,ATL,1947,2022-03-14T23:37:00Z
-18,0,WN,N7868K,LAX,SLC,590,2022-03-15T08:55:00Z
-10,-3,OO,N268SY,LAX,OAK,337,2022-03-15T13:55:00Z
-13,-7,OO,N184SY,LAX,LAS,236,2022-03-15T20:15:00Z
-21,-2,WN,N744SW,LAX,PHX,370,2022-03-16T05:00:00Z
-19,-6,B6,N967JT,LAX,JFK,2475,2022-03-16T09:00:00Z
-10,-2,WN,N8633A,LAX,RNO,391,2022-03-16T10:20:00Z
-1,3,UA,N23983,LAX,ORD,1744,2022-03-16T13:10:00Z
